news,labels
Trump tariffs to send Canada and Mexico into recession,negative
Italy January preliminary CPI vs yy prior,negative
Eurozone January preliminary CPI vs yy expected,negative
UK January final manufacturing PMI vs prelim,negative
USDJPY Technical Analysis Trumps tariffs rattle markets,neutral
Bitcoin recharges with optimism aims for a K area,positive
ECBs imkus backs another bps rate cut in March,positive
ECBs Kaimr Latest rate cut moves us closer to our destination,positive
SNB total sight deposits we January CHF bn vs CHF bn prior,neutral
Eurozone January final manufacturing PMI vs prelim,negative
Germany January final manufacturing PMI vs prelim,negative
France January final manufacturing PMI vs prelim,negative
Maybe the shorttime correction for Crypto is over,negative
Italy January manufacturing PMI vs expected,negative
Switzerland January manufacturing PMI vs prior,negative
Bitcoin retreats for reset,negative
Spain January manufacturing PMI vs expected,negative
European indices marked lower at the open as Trump tariffs weigh on the market mood,negative
ECBs Villeroy Trump tariffs is a very worrying development,neutral
Market Outlook for the Week of rd th February,neutral
Eurostoxx futures in early European trading,positive
Bitcoins series of small gains,neutral
FX option expiries for February am New York cut,neutral
Elon Musk says Trump administration can cut trillion out of the US deficit next year,positive
Japan economy minister says underlying inflation is approaching,negative
Dollar well in charge in wild start to the new week,positive
Wall Street Journal reports China promises not to devalue the yuan,neutral
There is an OPEC JMMC meeting scheduled for today to review current market conditions,neutral
Bitcoin has slowed but is still looking higher,positive
ForexLive AsiaPacific FX news wrap Trump tariff war triggers USD surge risk slump,negative
Federal Reserve speakers on Monday include Bostic and Musalem,neutral
JP Morgan on Trump tariffs reinforce their bullish view on gold,neutral
Persistent Trump tariffs mean a minus hit to Canadas economy Mexico US,negative
AUDUSD dipped under,negative
Ethereum implodes,neutral
Bitcoin has approved a reversal to growth but needs tactical respite,positive
Germany January preliminary CPI vs yy expected,negative
Forexlive European FX news French and German inflation data miss,neutral
Bitcoin under pressure after stocks,negative
Dollar keeps steadier on the session eyes PCE price data later,positive
Nasdaq Technical Analysis We are testing the DeepSeek gap,positive
SP Technical Analysis The DeepSeek losses were erased completely,negative
ECBs Mller It is realistic for inflation to be near by the middle of this year,positive
Bavaria January CPI vs yy prior,negative
Germany January unemployment change k vs k expected,negative
Fed has Paused the BTC Rebound,negative
Gold Technical Analysis We finally got a new alltime high Now what,neutral
European indices open slightly higher look to end the month on a high,positive
Gold clips for the first time as the run higher continues,positive
France January preliminary CPI vs yy expected,negative
Volatility compression exhaust the crypto market,neutral
Germany December retail sales vs mm expected,positive
UK January Nationwide house prices vs mm expected,negative
FX option expiries for January am New York cut,neutral
BOJ governor Ueda Will continues to hike rates if economy moves in line with forecast,positive
Heads up Germany states CPI readings due later today,neutral
Bitcoin hits the ceiling,neutral
Trade ideas thread Monday February insightful charts technical analysis ideas,neutral
Trump inflicts economic pain for Americans with his tariff war launch,negative
Early Monday Trump tariffs slam Stocks surge the USD,neutral
Old altcoins are back in vogue,neutral
Trump and Dump,neutral
Goldman Sachs We think Canada and Mexico tariffs are likely to be shortlived,negative
Newsquawk Week Ahead US Canada and NZ Jobs US ISMs BoE EZ CPI BoJ SOO JMMC,neutral
Trump Tariffs on Canada can be removed if enough steps taken to reduce health crisis,neutral
White House says Trump has signed order to impose tariffs on Canada Mexico and China,positive
Trump expected to sign tariff order soon,neutral
Cryptos hard turnaround,neutral
Weekly Market Outlook February,neutral
Trump talks more tariffs Says theres nothing Mexico China and Canada can do,neutral
Forexlive Americas FX news wrap A tangled tariff web we weave,neutral
Two reasons why the Treasury market doesnt like the sound of a trade war,neutral
US stocks extend selloff Ugly reversal on the Apple chart,negative
February March It doesnt matter because its all a bluff,neutral
Ethereum rushes up others likely to follow,neutral
White House Trump has not made up his mind on the tariff timeline for the European Union,neutral
US equities give up all the gains turn flat,negative
White House The report is false The Feb deadline still holds,negative
Bakers Hughes oil rigs in the current week,neutral
NZDUSD seller pushed lower this week negating the bullishness from last week What now,negative
Trump expected to issue tariffs against Canada and Mexico starting March,neutral
Bitcoin gets ready to move,neutral
BOJ governor Ueda Underlying inflation is still somewhat below,negative
Nomura now expects the Fed to keep interest rates unchanged through,neutral
Goldman Sachs sees Brent oil price averaging in,positive
Bitcoin loses volatility again,negative
ForexLive AsiaPacific FX news wrap Tokyo core CPI year high BOJ ratehike bets alive,positive
Core inflation in Tokyo climbed to its fastest annual increase in nearly a year,positive
Still no word from Trump on what he has decided on Canadian oil tariffs,neutral
Federal Reserve Board Governor Michelle Bowman is speaking on Friday,neutral
US inflation PCE data due Friday here are the critical ranges to watch,neutral
The Federal Reserve is switching from datadependent to increasingly more Trumpdependent,neutral
Another false hope for the reversal in Bitcoin,negative
Federal Reserve might conclude theyve seen more inflation progress at its next meeting,positive
Trump threatens BRICs countries with tariffs if they create a new currency,neutral
ICYMI BOJ deputy governor signals rate hikes if economic conditions align with forecasts,positive
ICYMI Japan scrambled fighter jets to intercept Russian bombers fighters on Thursday,positive
Japan PM Ishiba says Japan will continue to invest and create jobs in the US,positive
Australian Q PPI qq expected,neutral
The crypto market crawled to the top of the range,neutral
Australian December Private Sector Credit mm expected,neutral
Bank of Japan Governor Ueda is speaking soon appearing in the Diet,neutral
Reminder China and Hong Kong markets closed today Friday January for a holiday,negative
FBI White House investigating whether DeepSeek got Nvidia NVDA chips through Singapore,neutral
US Congressional offices warned not to use DeepSeek,neutral
Japan Industrial Production for December preliminary mm expected,neutral
Some demand stabilisation in crypto,neutral
Japan Retail sales for December yy expected,neutral
Japan data December Unemployment rate expected,negative
Tokyo area January inflation data Headline yy expected prior,negative
Bitcoins neverending search for a bottom,neutral
Fed likely to hold rates steady as labor market inflation remain stubbornly strong,negative
Market swings on headlines shows how on edge everyone is around tariffs,neutral
USDCAD spiked near a year high as Trump said Canada and Mexico tariffs coming Saturday,positive
ECB Lagarde predicts no European Union country will add Bitcoin to its monetary reserves,positive
Forexlive Americas FX news wrap JanECB cuts rates by bpTrump tariffs on CanadaMex,negative
Apples iPhone sales weaker in the December quarter,negative
Twitter How Musk is Remaking the Company,neutral
Whirlpool shares on warning about the housing market,negative
Economic calendar in Asia Friday January inflation data from Japan Tokyo,neutral
Trade ideas thread Friday January insightful charts technical analysis ideas,neutral
